obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
361,1652233993,768.5,20220511 09:53:12,9:53:12,0,1652233993,0.001451151,1.451150668,7.451167743,400.03,253.414362,25.50872414,40.2670742,0.087681958,3.017584599,0.086290762,0.054054881,66.850059,26.88197557,26.2814,3.430854687,50.17976925,1.781885727,3.551004227,1.648968959,-63.99574444,95.040005,6.768131638,104.6624512,7.365973046,1.478900017,7.451167743,410.2742086,407.2427152,1.68E-05,66.83704872,1.451150668,17.13278789,17.70278462,4.44E-07,86.59541668,0,0,1,0,53110.96815,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,340.7403,7.451167743,#DIV/0!,0.021867586,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,404.2,340.7403,0.842999258,0.165388568,2,0.5,0: Broadleaf,2,TRUE,1652233993,400.03,403.212,17.702,17.1211,395.411,17.4953,500.162,100.56,0.100136,26.8656,26.2814,999.9,0,0,9983.12,0,3.33773,404.2,0.900029,0.0999705,0,1.6555,0,2047.5,3903.33,39.5,43.25,41.562,42.187,40,363.79,40.41,0,1652233993,0,1.794556,0.217815382,-238.3453844,2076.09,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.197000488,0.170731359,0.038626377,1,1.786824242,0.407114679,0.170989558,1,0.57410722,0.006916934,0.003342609,1,3,3,3月3日,100,100,4.619,0.2067,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.5,12.5,18,505.164,452.985,24.9996,28.4438,30.0001,28.4308,28.312,19.2914,25.0019,65.9563,25,403.202,17.1109,87.6596,101.295
362,1652233995,770.5,20220511 09:53:14,9:53:14,0,1652233995,0.001461088,1.461087993,7.386113741,400.015,255.5304753,25.72160969,40.26537221,0.088304509,3.024097217,0.086896644,0.054435024,66.67366265,26.87842351,26.279,3.430368506,50.17414397,1.781685974,3.551004227,1.648682533,-64.43398048,95.63640675,6.795854742,104.6719437,7.436794686,1.478554164,7.386113741,410.2350359,407.2294424,-6.35E-06,66.83704872,1.461087993,17.12533206,17.69937363,-4.76E-07,86.59541668,0,0,1,0,53311.8795,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,339.834042,7.386113741,#DIV/0!,0.021734473,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,403.124,339.834042,0.843001265,0.165392442,2,0.5,0: Broadleaf,2,TRUE,1652233995,400.015,403.226,17.7001,17.1192,395.395,17.4934,500.046,100.56,0.0996558,26.8656,26.279,999.9,0,0,10022.5,0,3.33773,403.124,0.899959,0.100041,0,1.7076,0,2042.9,3892.87,39.5,43.25,41.625,42.125,40,362.8,40.33,0,1652233995,0,1.797234615,0.06848205,-233.2888884,2070.211538,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.190918537,0.115725366,0.035744844,1,1.786760606,0.199780942,0.170719495,1,0.574524561,0.021544808,0.003839558,1,3,3,3月3日,100,100,4.62,0.2067,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.6,12.5,18,505.063,453.095,24.9997,28.4438,30.0003,28.4317,28.3132,19.2921,25.0019,65.9563,25,403.242,17.1101,87.6597,101.295
363,1652233997,772.5,20220511 09:53:16,9:53:16,0,1652233997,0.001471456,1.471455885,7.454347562,400.007,255.3130933,25.69955213,40.26429125,0.088988385,3.021602988,0.08755766,0.054850166,66.34885305,26.87285234,26.2744,3.429436829,50.17477745,1.781593248,3.550774588,1.647843581,-64.89120452,96.12767962,6.836207766,104.4215359,7.384128386,1.477918971,7.454347562,410.2413801,407.208903,-2.36E-05,66.83704872,1.471455885,17.12148548,17.69945495,-1.17E-06,86.59541668,0,0,1,0,53235.04468,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,338.182185,7.454347562,#DIV/0!,0.022042402,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,401.165,338.182185,0.843000224,0.165390433,2,0.5,0: Broadleaf,2,TRUE,1652233997,400.007,403.196,17.6993,17.1188,395.388,17.4927,500.176,100.559,0.0999666,26.8645,26.2744,999.9,0,0,10007.5,0,3.33773,401.165,0.899996,0.100004,0,1.7381,0,2033.03,3873.99,39.5,43.25,41.562,42.125,40,361.05,40.12,0,1652233997,0,1.8055,-0.249707693,-242.6230771,2062.022,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.186207317,-0.05932223,0.028937728,1,1.787945714,0.184933855,0.166052319,1,0.575063244,0.031619582,0.004228412,1,3,3,3月3日,100,100,4.619,0.2066,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.6,12.6,18,505.026,453.17,24.9997,28.4441,30.0003,28.433,28.3142,19.2935,25.0019,65.9563,25,403.174,17.1085,87.6599,101.295
364,1652233999,774.5,20220511 09:53:18,9:53:18,0,1652233999,0.001475742,1.475742488,7.464404525,400.003,255.4930618,25.71791883,40.26428198,0.089234617,3.023056985,0.087796712,0.055000205,65.98037216,26.86765544,26.2755,3.429659601,50.1780491,1.781499927,3.550357096,1.648159674,-65.08024373,95.66870128,6.800264081,103.3690938,7.302242056,1.47336826,7.464404525,410.2430688,407.2059758,-1.11E-05,66.83704872,1.475742488,17.11977346,17.69950989,-6.45E-07,86.59541668,0,0,1,0,53280.30409,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,336.308529,7.464404525,#DIV/0!,0.022195109,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,398.943,336.308529,0.842998947,0.165387968,2,0.5,0: Broadleaf,2,TRUE,1652233999,400.003,403.159,17.6982,17.1194,395.384,17.4915,500.101,100.56,0.09995,26.8625,26.2755,999.9,0,0,10016.2,0,3.33773,398.943,0.90003,0.0999696,0,1.5799,0,2022.32,3852.57,39.5,43.25,41.562,42.125,40,359.06,39.88,0,1652233999,0,1.797804,-0.400623074,-241.4515382,2052.3916,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.184163171,-0.132593728,0.027497654,1,1.797963636,0.174838418,0.146020283,1,0.575694927,0.037940551,0.004491623,1,3,3,3月3日,100,100,4.619,0.2067,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.6,12.6,18,505.014,453.053,24.9996,28.4453,30.0002,28.4333,28.3142,19.2937,25.0019,65.9563,25,403.173,17.1124,87.6605,101.295
365,1652234001,776.5,20220511 09:53:20,9:53:20,0,1652234001,0.001469785,1.469785374,7.32175515,399.999,257.5339492,25.92360828,40.26427358,0.088881102,3.022462212,0.087454194,0.054785165,65.80045278,26.86643065,26.2732,3.429193819,50.17561648,1.78123552,3.550002261,1.647958299,-64.81753501,95.74764709,6.807078621,103.5376435,7.312241333,1.468639102,7.32175515,410.1880153,407.2091394,-1.15E-06,66.83704872,1.469785374,17.11886413,17.69621319,1.05E-07,86.59541668,0,0,1,0,53262.26497,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,335.389086,7.32175515,#DIV/0!,0.02183063,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,397.852,335.389086,0.842999623,0.165389272,2,0.5,0: Broadleaf,2,TRUE,1652234001,399.999,403.158,17.6954,17.1185,395.38,17.4888,500.139,100.561,0.0999356,26.8608,26.2732,999.9,0,0,10012.5,0,3.33773,397.852,0.90002,0.0999805,0,1.8623,0,2017.46,3842.02,39.5,43.25,41.562,42.125,40,358.07,39.78,0,1652234001,0,1.810338462,-0.395958972,-235.9463243,2046.496538,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.18177,-0.078092822,0.028758055,1,1.791542424,0.072761722,0.151804719,1,0.576273634,0.037534892,0.004482582,1,3,3,3月3日,100,100,4.619,0.2066,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.7,12.6,18,505.062,452.925,24.9996,28.4462,30.0002,28.4336,28.315,19.2943,25.0019,65.9563,25,403.126,17.1117,87.6606,101.295
366,1652234003,778.5,20220511 09:53:22,9:53:22,0,1652234003,0.001460455,1.460454988,7.272599219,400.004,257.5886029,25.92888216,40.26442344,0.088310535,3.020792718,0.086900966,0.054437874,65.53060279,26.86584525,26.2716,3.428869829,50.17193331,1.780958168,3.549710068,1.647911661,-64.40606498,95.72733109,6.809293246,103.6611621,7.44086306,1.461378212,7.272599219,410.1745861,407.2159273,5.46E-06,66.83704872,1.460454988,17.11920644,17.69284505,-1.81E-07,86.59541668,0,0,1,0,53210.9713,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,334.007286,7.272599219,#DIV/0!,0.021773774,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,396.212,334.007286,0.843001439,0.165392777,2,0.5,0: Broadleaf,2,TRUE,1652234003,400.004,403.213,17.6928,17.1188,395.385,17.4864,500.182,100.56,0.100052,26.8594,26.2716,999.9,0,0,10002.5,0,3.33362,396.212,0.899941,0.100059,0,1.6137,0,2009.77,3826.1,39.5,43.25,41.562,42.125,39.937,356.57,39.64,0,1652234003,0,1.784616,-0.454153845,-238.4469232,2038.1096,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.180130732,-0.018901882,0.029720439,1,1.7977,-0.160978474,0.14308354,1,0.576756976,0.029311463,0.004226119,1,3,3,3月3日,100,100,4.619,0.2064,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.7,12.7,18,505.165,452.918,24.9997,28.4462,30.0003,28.4348,28.3162,19.2931,25.0019,65.9563,25,403.218,17.1132,87.6602,101.294
367,1652234005,780.5,20220511 09:53:24,9:53:24,0,1652234005,0.001459758,1.459758456,7.386611392,399.999,255.4308853,25.71166142,40.26388134,0.088253825,3.020792718,0.08684605,0.054403394,65.29387955,26.86346454,26.2722,3.428991322,50.17173818,1.780825594,3.549459633,1.648165728,-64.37534789,95.43418854,6.788420944,103.1411411,7.576808053,1.455241231,7.386611392,410.2184231,407.2128303,2.33E-07,66.83704872,1.459758456,17.11841081,17.69189121,-8.61E-07,86.59541668,0,0,1,0,53211.18424,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,332.810772,7.386611392,#DIV/0!,0.022194628,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,394.794,332.810772,0.842998556,0.165387213,2,0.5,0: Broadleaf,2,TRUE,1652234005,399.999,403.262,17.6915,17.1198,395.38,17.4851,500.086,100.56,0.099955,26.8582,26.2722,999.9,0,0,10002.5,0,3.32405,394.794,0.900046,0.099954,0,1.9022,0,2003.61,3812.51,39.5,43.25,41.562,42.125,39.937,355.33,39.46,0,1652234005,0,1.7895,-0.367369223,-223.7661537,2029.324,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.184315854,-0.044449129,0.030821718,1,1.797130303,-0.18277081,0.14372704,1,0.576974268,0.014423017,0.00400169,1,3,3,3月3日,100,100,4.619,0.2064,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.7,12.7,18,505.25,452.821,24.9996,28.4472,30.0002,28.4357,28.3166,19.2928,25.0019,65.9563,25,403.238,17.1133,87.6608,101.294
368,1652234007,782.5,20220511 09:53:26,9:53:26,0,1652234007,0.001454474,1.454474349,7.502808964,400.038,253.008681,25.46836845,40.26863876,0.088018397,3.017514764,0.086616564,0.054259442,65.11263706,26.86266699,26.2641,3.427351483,50.17289963,1.780751646,3.549230081,1.646599837,-64.14231881,96.4693918,6.869195003,104.3089051,7.389535163,1.452223743,7.502808964,410.2786888,407.2263455,1.62E-05,66.83704872,1.454474349,17.11872449,17.69001319,-6.43E-07,86.59541668,0,0,1,0,53110.36486,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,331.884585,7.502808964,#DIV/0!,0.022606681,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,393.695,331.884585,0.842999238,0.165388529,2,0.5,0: Broadleaf,2,TRUE,1652234007,400.038,403.225,17.6904,17.12,395.418,17.484,500.187,100.562,0.100034,26.8571,26.2641,999.9,0,0,9982.5,0,3.32815,393.695,0.900034,0.0999661,0,1.6712,0,1998.26,3801.89,39.5,43.187,41.562,42.125,39.937,354.34,39.36,0,1652234007,0,1.774892308,-0.081784607,-216.6905979,2023.557692,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.194300244,-0.105056446,0.035839979,1,1.782324242,-0.120776032,0.125682491,1,0.577041659,-0.006548592,0.003900106,1,3,3,3月3日,100,100,4.62,0.2064,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.8,12.7,18,505.206,452.844,24.9997,28.4484,30.0002,28.436,28.3174,19.2916,25.0019,65.9563,25,403.132,17.111,87.6613,101.294
369,1652234009,784.5,20220511 09:53:28,9:53:28,0,1652234009,0.001452549,1.452549183,7.408029771,400.053,254.5820427,25.62626329,40.26938979,0.087909017,3.016860375,0.086510338,0.054192773,64.70266017,26.85880269,26.2628,3.427088363,50.17671966,1.780677824,3.548812747,1.646410539,-64.05741898,96.3346196,6.860972952,103.8408337,7.234707497,1.44952357,7.408029771,410.2699239,407.2557152,3.51E-05,66.83704872,1.452549183,17.11968128,17.69027363,-5.71E-07,86.59541668,0,0,1,0,53090.51778,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,329.792529,7.408029771,#DIV/0!,0.022462697,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,391.213,329.792529,0.842999923,0.165389852,2,0.5,0: Broadleaf,2,TRUE,1652234009,400.053,403.178,17.69,17.1206,395.434,17.4836,500.134,100.56,0.100137,26.8551,26.2628,999.9,0,0,9978.75,0,3.33773,391.213,0.900006,0.0999944,0,1.7104,0,1985.97,3777.89,39.5,43.187,41.562,42.125,39.937,352.09,39.12,0,1652234009,0,1.784108,0.028876935,-228.3115387,2015.4512,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.197350732,0.00315324,0.033667656,1,1.793108571,-0.057700978,0.129852328,1,0.576991805,-0.029189666,0.003974945,1,3,3,3月3日,100,100,4.619,0.2064,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.8,12.8,18,505.092,452.953,24.9997,28.4487,30.0003,28.4372,28.3186,19.2913,25.0019,65.9563,25,403.164,17.1135,87.6614,101.294
370,1652234011,786.5,20220511 09:53:30,9:53:30,0,1652234011,0.001452435,1.452435367,7.27216656,400.032,256.9236565,25.86197303,40.26727992,0.087838389,3.015926889,0.086441513,0.054149599,64.34334222,26.85477004,26.2682,3.428181439,50.180356,1.780597472,3.548395457,1.647583967,-64.05239967,95.10161104,6.775369414,102.167923,7.17981115,1.449264922,7.27216656,410.2026062,407.2438848,-4.67E-06,66.83704872,1.452435367,17.11992346,17.69047033,-3.15E-07,86.59541668,0,0,1,0,53062.12466,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,327.959214,7.27216656,#DIV/0!,0.022173997,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,389.038,327.959214,0.843000463,0.165390893,2,0.5,0: Broadleaf,2,TRUE,1652234011,400.032,403.135,17.6892,17.1199,395.412,17.4828,500.133,100.56,0.100147,26.8531,26.2682,999.9,0,0,9973.12,0,3.33773,389.038,0.899978,0.100022,0,1.7986,0,1975.34,3756.86,39.5,43.187,41.562,42.125,39.937,350.13,38.91,0,1652234011,0,1.787664,0.184907703,-227.1823077,2006.3252,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.188755366,0.122787805,0.040756216,1,1.797042424,-0.02736787,0.120148461,1,0.57640922,-0.043145582,0.004478343,1,3,3,3月3日,100,100,4.62,0.2064,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.8,12.8,18,505.131,452.924,24.9997,28.449,30.0003,28.4381,28.319,19.2931,25.0019,65.9563,25,403.17,17.1135,87.6613,101.294
371,1652234013,788.5,20220511 09:53:32,9:53:32,0,1652234013,0.001446244,1.446244293,7.241495226,400.012,256.769946,25.84647253,40.26522312,0.087376923,3.019551893,0.085996192,0.053869856,64.15662522,26.85326305,26.2751,3.429578592,50.18450068,1.780535148,3.547978208,1.649043443,-63.77937331,93.76708705,6.672437041,100.816776,7.200519194,1.450224896,7.241495226,410.1583078,407.2126303,-3.47E-05,66.83704872,1.446244293,17.12059708,17.68863297,9.25E-08,86.59541668,0,0,1,0,53174.17385,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,327.006714,7.241495226,#DIV/0!,0.022144791,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,387.908,327.006714,0.843000696,0.165391343,2,0.5,0: Broadleaf,2,TRUE,1652234013,400.012,403.123,17.6886,17.119,395.393,17.4823,500.201,100.56,0.100038,26.8511,26.2751,999.9,0,0,9995,0,3.33773,387.908,0.899969,0.100031,0,1.7136,0,1970.7,3745.94,39.437,43.187,41.562,42.125,39.937,349.11,38.8,0,1652234013,0,1.784915385,0.031931631,-227.8085467,2000.488462,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.177363659,0.188245714,0.045736807,1,1.78549697,0.216812733,0.113154214,1,0.57530439,-0.045399596,0.004631409,1,3,3,3月3日,100,100,4.619,0.2063,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.9,12.8,18,505.193,452.98,24.9998,28.4502,30.0002,28.4381,28.3198,19.2934,25.0019,65.9563,25,403.185,17.1135,87.6608,101.294
372,1652234015,790.5,20220511 09:53:34,9:53:34,0,1652234015,0.001445931,1.445931356,7.230417924,400.007,256.9380794,25.86338758,40.26470542,0.087356485,3.020792718,0.085976952,0.053857726,63.88110183,26.85006215,26.2753,3.429619096,50.19035049,1.780564709,3.547623581,1.649054387,-63.76557281,93.49619051,6.650377274,100.2620968,7.293145773,1.452217678,7.230417924,410.1456776,407.2038061,-1.68E-05,66.83704872,1.445931356,17.12009059,17.68812308,-2.30E-07,86.59541668,0,0,1,0,53212.74589,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,325.606071,7.230417924,#DIV/0!,0.022206029,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,386.247,325.606071,0.842999612,0.16538925,2,0.5,0: Broadleaf,2,TRUE,1652234015,400.007,403.156,17.6889,17.1184,395.388,17.4826,500.098,100.56,0.100002,26.8494,26.2753,999.9,0,0,10002.5,0,3.33773,386.247,0.900011,0.0999888,0,1.6315,0,1962.21,3729.95,39.437,43.187,41.562,42.125,39.937,347.63,38.62,0,1652234015,0,1.773092,-0.163423066,-240.2753849,1992.238,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.171815854,0.256036725,0.048235211,1,1.781265714,-0.037244618,0.111894708,1,0.574183732,-0.043240683,0.004476579,1,3,3,3月3日,100,100,4.619,0.2063,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.9,12.9,18,505.092,453.073,24.9998,28.4511,30.0001,28.439,28.3211,19.2926,25.0019,65.9563,25,403.16,17.1133,87.6608,101.294
373,1652234017,792.5,20220511 09:53:36,9:53:36,0,1652234017,0.001447721,1.447721284,7.284685538,400.011,256.2144449,25.79018079,40.26453704,0.087527836,3.025417279,0.086145013,0.053963054,63.56281722,26.84588779,26.2685,3.428242175,50.19070585,1.780378405,3.54722727,1.64786377,-63.84450863,94.43854557,6.706846822,100.863701,7.33748902,1.449832131,7.284685538,410.1720543,407.2083333,2.18E-06,66.83704872,1.447721284,17.11919617,17.68786813,-2.06E-07,86.59541668,0,0,1,0,53355.86598,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,323.980314,7.284685538,#DIV/0!,0.022484964,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,384.318,323.980314,0.843000624,0.165391205,2,0.5,0: Broadleaf,2,TRUE,1652234017,400.011,403.177,17.6873,17.1178,395.391,17.481,500.154,100.559,0.0995745,26.8475,26.2685,999.9,0,0,10030.6,0,3.33773,384.318,0.899989,0.100011,0,1.8126,0,1953.14,3711.3,39.437,43.187,41.562,42.125,39.937,345.88,38.44,0,1652234017,0,1.777556,-0.128138448,-244.8784616,1983.1512,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.168066829,0.218723833,0.047486529,1,1.774687879,-0.106969661,0.118105433,1,0.573178341,-0.037770564,0.004099307,1,3,3,3月3日,100,100,4.62,0.2063,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,12.9,12.9,18,505.102,453.077,24.9998,28.4511,30.0001,28.4402,28.3215,19.2926,25.0019,65.9563,25,403.131,17.1133,87.6609,101.294
374,1652234019,794.5,20220511 09:53:38,9:53:38,0,1652234019,0.001445785,1.445785031,7.374783907,399.985,254.4621854,25.61384403,40.2619878,0.087471972,3.02449338,0.086090483,0.053928856,63.42571722,26.84499128,26.2623,3.426987167,50.18943966,1.780270682,3.547102127,1.646716486,-63.75911986,95.32282237,6.771483973,101.7609037,7.370381746,1.44797607,7.374783907,410.2015346,407.2010667,-8.49E-06,66.83704872,1.445785031,17.11863426,17.68657363,-3.92E-08,86.59541668,0,0,1,0,53327.42165,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,323.280714,7.374783907,#DIV/0!,0.022812323,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,383.488,323.280714,0.843000861,0.165391661,2,0.5,0: Broadleaf,2,TRUE,1652234019,399.985,403.164,17.6862,17.1174,395.366,17.4799,500.129,100.559,0.0997442,26.8469,26.2623,999.9,0,0,10025,0,3.33773,383.488,0.89998,0.10002,0,1.5871,0,1950.31,3703.27,39.437,43.187,41.5,42.125,39.937,345.13,38.36,0,1652234019,0,1.744380769,-0.75295384,-244.4468373,1977.282692,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-3.163388293,0.151382509,0.045035744,1,1.767639394,-0.021262044,0.114267387,1,0.572108659,-0.029706167,0.003429256,1,3,3,3月3日,100,100,4.619,0.2063,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,13,12.9,18,505.136,453.028,24.9999,28.452,30.0001,28.4405,28.3217,19.2945,25.0019,65.9563,25,403.206,17.1133,87.6608,101.293
